,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
ENG-Premier League,1920,Liverpool,Adrián,ESP,GK,32,1987,9.7,311,217,94,24,0,1,0,0,0,0,0,0,238,0,1
ENG-Premier League,1920,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",25,1993,16.5,758,740,14,1,4,17,46,7,0,0,0,0,596,4,14
ENG-Premier League,1920,Liverpool,Alisson,BRA,GK,26,1992,28.3,947,723,222,55,0,3,0,0,0,0,0,0,820,2,0
ENG-Premier League,1920,Liverpool,Andrew Robertson,SCO,DF,25,1994,34.6,2996,2606,386,54,2,28,210,290,42,6,26,0,2391,4,49
ENG-Premier League,1920,Liverpool,Curtis Jones,ENG,MF,18,2001,1.4,123,123,0,0,0,2,0,0,0,0,0,0,107,0,1
ENG-Premier League,1920,Liverpool,Dejan Lovren,CRO,DF,30,1989,8.6,683,666,17,14,2,5,0,3,0,0,0,0,569,0,1
ENG-Premier League,1920,Liverpool,Divock Origi,BEL,FW,24,1995,8.0,216,214,1,0,0,4,18,1,0,0,0,0,143,1,5
ENG-Premier League,1920,Liverpool,Fabinho,BRA,MF,25,1993,23.1,1593,1572,19,15,3,6,9,4,0,0,0,0,1381,2,13
ENG-Premier League,1920,Liverpool,Georginio Wijnaldum,NED,MF,28,1990,32.6,1646,1617,28,13,0,9,5,15,0,0,0,0,1492,1,23
ENG-Premier League,1920,Liverpool,Harvey Elliott,ENG,DF,16,2003,0.1,15,11,4,0,0,0,3,1,3,0,2,0,11,0,0
ENG-Premier League,1920,Liverpool,James Milner,ENG,"MF,DF",33,1986,10.4,804,735,66,13,3,8,20,34,9,4,1,0,682,3,15
ENG-Premier League,1920,Liverpool,Joe Gomez,ENG,DF,22,1997,22.3,2015,1968,44,29,1,15,9,15,0,0,0,0,1766,3,10
ENG-Premier League,1920,Liverpool,Jordan Henderson,ENG,MF,29,1990,24.9,1933,1883,46,14,7,21,58,15,1,0,0,0,1593,4,24
ENG-Premier League,1920,Liverpool,Joël Matip,CMR,DF,27,1991,7.8,558,544,14,10,0,3,1,4,0,0,0,0,470,0,0
ENG-Premier League,1920,Liverpool,Mohamed Salah,EGY,FW,27,1992,32.0,1035,971,62,4,13,1,45,9,27,5,14,0,767,2,26
ENG-Premier League,1920,Liverpool,Naby Keïta,GUI,MF,24,1995,9.1,690,681,7,1,5,0,7,3,2,0,0,0,605,2,8
ENG-Premier League,1920,Liverpool,Neco Williams,WAL,DF,18,2001,2.6,213,173,40,4,1,3,14,32,4,0,4,0,170,0,6
ENG-Premier League,1920,Liverpool,Roberto Firmino,BRA,FW,27,1991,33.2,1189,1154,31,3,8,1,9,15,0,0,0,0,941,4,38
ENG-Premier League,1920,Liverpool,Sadio Mané,SEN,FW,27,1992,30.5,1170,1143,23,7,6,11,49,13,1,0,1,0,923,4,27
ENG-Premier League,1920,Liverpool,Takumi Minamino,JPN,"FW,MF",24,1995,2.8,108,107,1,1,0,0,2,0,0,0,0,0,96,0,1
ENG-Premier League,1920,Liverpool,Trent Alexander-Arnold,ENG,DF,20,1998,35.3,3230,2573,645,87,5,103,382,396,162,45,76,2,2278,12,69
ENG-Premier League,1920,Liverpool,Virgil van Dijk,NED,DF,28,1991,38.0,3276,3169,106,88,7,39,0,16,0,0,0,0,2919,1,6
ENG-Premier League,1920,Liverpool,Xherdan Shaqiri,SUI,"FW,MF",27,1991,2.1,110,95,13,2,0,1,6,5,6,3,1,0,89,2,1
ENG-Premier League,1920,Manchester City,Angeliño,ESP,DF,22,1997,4.7,429,377,50,4,0,1,43,46,0,0,0,0,333,2,8
ENG-Premier League,1920,Manchester City,Aymeric Laporte,ESP,DF,25,1994,12.2,1153,1139,14,9,0,14,0,5,0,0,0,0,1067,0,5
ENG-Premier League,1920,Manchester City,Benjamin Mendy,FRA,DF,25,1994,16.6,1309,1174,130,15,0,8,86,115,0,0,0,0,1107,5,20
ENG-Premier League,1920,Manchester City,Bernardo Silva,POR,"FW,MF",24,1994,22.6,1474,1409,64,11,1,7,72,27,22,1,1,0,1284,1,21
ENG-Premier League,1920,Manchester City,Claudio Bravo,CHI,GK,36,1983,3.9,136,100,36,8,0,1,0,0,0,0,0,0,107,0,0
ENG-Premier League,1920,Manchester City,David Silva,ESP,MF,33,1986,20.3,1527,1461,60,20,12,2,33,5,9,1,1,0,1332,6,21
ENG-Premier League,1920,Manchester City,Ederson,BRA,GK,25,1993,34.1,1082,892,186,46,2,2,0,1,0,0,0,0,949,4,0
ENG-Premier League,1920,Manchester City,Eric García,ESP,DF,18,2001,8.8,731,723,7,6,0,1,1,1,0,0,0,0,680,1,5
ENG-Premier League,1920,Manchester City,Fernandinho,BRA,DF,34,1985,26.6,2244,2186,52,40,0,22,4,12,0,0,0,0,2008,6,10
ENG-Premier League,1920,Manchester City,Gabriel Jesus,BRA,FW,22,1997,22.6,620,600,19,0,1,3,6,4,1,0,0,0,533,1,16
ENG-Premier League,1920,Manchester City,John Stones,ENG,DF,25,1994,12.5,1039,1029,9,6,0,12,0,3,0,0,0,0,977,1,7
ENG-Premier League,1920,Manchester City,João Cancelo,POR,DF,25,1994,13.4,1157,1049,104,8,0,5,47,96,0,0,0,0,1015,4,15
ENG-Premier League,1920,Manchester City,Kevin De Bruyne,BEL,MF,28,1991,31.0,2261,1982,265,51,32,48,304,36,175,70,44,7,1665,14,48
ENG-Premier League,1920,Manchester City,Kyle Walker,ENG,DF,29,1990,26.6,2187,1964,218,28,1,42,54,189,1,0,0,0,1901,5,27
ENG-Premier League,1920,Manchester City,Leroy Sané,GER,FW,23,1996,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,1920,Manchester City,Nicolás Otamendi,ARG,DF,31,1988,19.1,1539,1520,17,13,0,9,0,4,0,0,0,0,1420,2,3
ENG-Premier League,1920,Manchester City,Oleksandr Zinchenko,UKR,DF,22,1996,14.2,1371,1246,121,13,1,9,52,105,3,0,0,0,1214,4,13
ENG-Premier League,1920,Manchester City,Phil Foden,ENG,"FW,MF",19,2000,10.0,528,511,16,4,4,8,29,4,8,2,2,0,446,1,11
ENG-Premier League,1920,Manchester City,Raheem Sterling,ENG,FW,24,1994,29.5,1231,1210,19,1,10,2,48,13,1,0,0,0,984,2,39
ENG-Premier League,1920,Manchester City,Riyad Mahrez,ALG,"FW,MF",28,1991,21.6,1200,1118,77,12,11,16,89,10,55,29,3,0,1015,5,21
ENG-Premier League,1920,Manchester City,Rodri,ESP,MF,23,1996,27.6,2590,2562,27,25,2,23,8,2,0,0,0,0,2400,1,17
ENG-Premier League,1920,Manchester City,Sergio Agüero,ARG,FW,31,1988,16.1,365,347,17,1,1,0,9,1,0,0,0,0,286,1,7
ENG-Premier League,1920,Manchester City,Tommy Doyle,ENG,MF,17,2001,0.2,20,19,1,1,0,0,0,0,0,0,0,0,20,0,0
ENG-Premier League,1920,Manchester City,İlkay Gündoğan,GER,MF,28,1990,22.4,1990,1924,64,30,7,8,30,5,23,10,3,0,1808,2,15
ENG-Premier League,1920,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,21,1997,34.1,2128,1746,375,8,2,2,103,367,0,0,0,0,1673,7,76
ENG-Premier League,1920,Manchester Utd,Andreas Pereira,BRA,"MF,FW",23,1996,16.5,780,692,84,27,2,9,65,8,38,14,13,1,569,4,19
ENG-Premier League,1920,Manchester Utd,Angel Gomes,ENG,MF,18,2000,0.2,13,13,0,0,1,1,0,0,0,0,0,0,11,0,0
ENG-Premier League,1920,Manchester Utd,Anthony Martial,FRA,FW,23,1995,29.2,731,694,34,4,5,0,11,5,0,0,0,0,580,3,26
ENG-Premier League,1920,Manchester Utd,Ashley Young,ENG,DF,34,1985,10.6,752,571,177,26,0,3,62,115,36,14,9,10,573,4,14
ENG-Premier League,1920,Manchester Utd,Axel Tuanzebe,ENG,DF,21,1997,2.1,149,136,13,1,0,1,1,12,0,0,0,0,132,0,2
ENG-Premier League,1920,Manchester Utd,Brandon Williams,ENG,DF,18,2000,11.2,638,555,80,7,1,0,12,72,1,0,0,0,530,3,6
ENG-Premier League,1920,Manchester Utd,Bruno Fernandes,POR,MF,24,1994,13.2,861,758,99,24,8,14,75,5,56,23,22,0,607,4,20
ENG-Premier League,1920,Manchester Utd,Daniel James,WAL,FW,21,1997,25.4,802,788,11,1,4,3,96,5,4,1,3,0,568,3,43
ENG-Premier League,1920,Manchester Utd,David de Gea,ESP,GK,28,1990,38.0,941,593,347,78,0,2,0,1,0,0,0,0,736,1,0
ENG-Premier League,1920,Manchester Utd,Diogo Dalot,POR,"DF,MF",20,1999,0.7,67,53,14,0,0,0,3,13,1,0,0,0,51,0,1
ENG-Premier League,1920,Manchester Utd,Eric Bailly,CIV,DF,25,1994,1.7,78,76,2,2,0,0,0,0,0,0,0,0,70,0,0
ENG-Premier League,1920,Manchester Utd,Fred,BRA,MF,26,1993,24.0,1742,1632,108,55,3,17,63,9,42,16,15,0,1482,2,31
ENG-Premier League,1920,Manchester Utd,Harry Maguire,ENG,DF,26,1993,38.0,2535,2453,77,68,1,43,2,9,0,0,0,0,2192,5,6
ENG-Premier League,1920,Manchester Utd,James Garner,ENG,MF,18,2001,0.1,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0
ENG-Premier League,1920,Manchester Utd,Jesse Lingard,ENG,"MF,FW",26,1992,10.4,408,384,22,3,4,1,7,8,2,0,0,0,350,2,5
ENG-Premier League,1920,Manchester Utd,Juan Mata,ESP,"MF,FW",31,1988,8.4,543,508,33,11,4,7,23,7,10,7,1,0,459,2,8
ENG-Premier League,1920,Manchester Utd,Luke Shaw,ENG,DF,24,1995,19.3,1317,1160,156,17,1,1,38,135,4,4,0,0,1125,1,18
ENG-Premier League,1920,Manchester Utd,Marcos Rojo,ARG,DF,29,1990,1.4,60,48,12,1,0,1,3,11,0,0,0,0,40,0,0
ENG-Premier League,1920,Manchester Utd,Marcus Rashford,ENG,FW,21,1997,29.4,989,960,25,3,10,10,33,11,8,7,0,0,745,4,18
ENG-Premier League,1920,Manchester Utd,Mason Greenwood,ENG,FW,17,2001,14.7,506,501,4,0,2,6,10,0,1,0,0,0,427,1,12
ENG-Premier League,1920,Manchester Utd,Nemanja Matić,SRB,MF,30,1988,17.6,1273,1242,30,26,2,8,3,4,0,0,0,0,1106,1,25
ENG-Premier League,1920,Manchester Utd,Odion Ighalo,NGA,FW,30,1989,1.1,25,25,0,0,0,0,0,0,0,0,0,0,22,0,1
ENG-Premier League,1920,Manchester Utd,Paul Pogba,FRA,MF,26,1993,13.4,1045,1009,31,30,10,27,6,0,1,0,0,0,885,5,13
ENG-Premier League,1920,Manchester Utd,Phil Jones,ENG,DF,27,1992,1.5,99,97,2,1,0,0,1,1,0,0,0,0,82,0,0
ENG-Premier League,1920,Manchester Utd,Scott McTominay,SCO,MF,22,1996,19.7,1028,994,32,31,2,12,14,1,0,0,0,0,822,2,19
ENG-Premier League,1920,Manchester Utd,Tahith Chong,NED,"FW,DF",19,1999,0.4,14,14,0,0,0,0,0,0,0,0,0,0,9,0,1
ENG-Premier League,1920,Manchester Utd,Timothy Fosu-Mensah,NED,DF,21,1998,1.5,73,66,7,0,0,1,2,7,0,0,0,0,60,0,1
ENG-Premier League,1920,Manchester Utd,Victor Lindelöf,SWE,DF,25,1994,34.4,2114,2054,58,42,2,2,2,16,0,0,0,0,1824,2,16
ENG-Premier League,1920,Newcastle Utd,Allan Saint-Maximin,FRA,"MF,FW",22,1997,20.7,485,473,9,1,2,6,45,6,0,0,0,0,353,3,15
ENG-Premier League,1920,Newcastle Utd,Andy Carroll,ENG,FW,30,1989,7.0,214,209,4,0,0,3,5,0,0,0,0,0,129,1,4
ENG-Premier League,1920,Newcastle Utd,Christian Atsu,GHA,"MF,FW",27,1992,8.3,218,206,10,2,1,0,17,1,6,0,3,0,167,2,7
ENG-Premier League,1920,Newcastle Utd,Ciaran Clark,IRL,DF,29,1989,13.2,337,311,26,11,0,2,0,15,0,0,0,0,260,0,0
ENG-Premier League,1920,Newcastle Utd,Danny Rose,ENG,DF,29,1990,9.6,422,364,56,11,0,2,8,45,0,0,0,0,322,2,8
ENG-Premier League,1920,Newcastle Utd,DeAndre Yedlin,USA,DF,26,1993,10.4,315,273,42,1,0,0,28,41,0,0,0,0,222,0,5
ENG-Premier League,1920,Newcastle Utd,Dwight Gayle,ENG,FW,28,1990,9.4,151,138,12,0,0,0,3,2,0,0,0,0,103,1,1
ENG-Premier League,1920,Newcastle Utd,Emil Krafth,SWE,DF,24,1994,11.3,418,346,69,3,0,2,20,66,0,0,0,0,305,3,12
ENG-Premier League,1920,Newcastle Utd,Fabian Schär,SUI,"DF,MF",27,1991,18.6,804,727,69,46,1,38,12,23,0,0,0,0,590,8,7
ENG-Premier League,1920,Newcastle Utd,Federico Fernández,ARG,DF,30,1989,29.1,1246,1100,141,39,0,11,29,102,0,0,0,0,929,5,21
ENG-Premier League,1920,Newcastle Utd,Florian Lejeune,FRA,DF,28,1991,4.9,216,194,22,6,0,2,3,16,0,0,0,0,148,0,6
ENG-Premier League,1920,Newcastle Utd,Isaac Hayden,ENG,MF,24,1995,24.7,853,800,50,10,1,2,38,11,0,0,0,0,645,3,25
ENG-Premier League,1920,Newcastle Utd,Jamaal Lascelles,ENG,DF,25,1993,23.1,851,836,11,11,0,5,0,0,0,0,0,0,676,4,7
ENG-Premier League,1920,Newcastle Utd,Javier Manquillo,ESP,DF,25,1994,17.8,642,517,123,3,0,0,45,120,0,0,0,0,448,2,22
ENG-Premier League,1920,Newcastle Utd,Jetro Willems,NED,DF,25,1994,16.6,585,451,130,9,1,2,32,120,1,1,0,0,405,4,19
ENG-Premier League,1920,Newcastle Utd,Joelinton,BRA,FW,22,1996,29.8,835,803,29,2,3,2,6,6,0,0,0,0,637,3,22
ENG-Premier League,1920,Newcastle Utd,Jonjo Shelvey,ENG,MF,27,1992,23.5,1149,990,146,59,5,36,89,3,61,27,17,10,827,13,19
ENG-Premier League,1920,Newcastle Utd,Kelland Watts,ENG,DF,19,1999,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,1920,Newcastle Utd,Ki Sung-yueng,KOR,MF,30,1989,1.5,71,65,6,3,0,1,5,0,3,3,0,0,63,0,0
ENG-Premier League,1920,Newcastle Utd,Martin Dúbravka,SVK,GK,30,1989,38.0,1097,596,493,152,0,4,0,1,0,0,0,0,609,8,2
ENG-Premier League,1920,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",29,1989,14.6,701,543,155,25,0,9,99,73,57,28,16,3,480,3,21
ENG-Premier League,1920,Newcastle Utd,Matthew Longstaff,ENG,MF,19,2000,6.4,258,254,3,2,1,2,2,0,0,0,0,0,206,1,4
ENG-Premier League,1920,Newcastle Utd,Miguel Almirón,PAR,"MF,FW",25,1994,33.6,884,868,12,1,2,4,41,10,0,0,0,0,681,4,35
ENG-Premier League,1920,Newcastle Utd,Nabil Bentaleb,ALG,MF,24,1994,8.3,409,397,11,10,0,4,2,0,0,0,0,0,348,1,8
ENG-Premier League,1920,Newcastle Utd,Paul Dummett,WAL,DF,27,1991,13.6,506,454,50,10,0,2,15,40,0,0,0,0,359,2,15
ENG-Premier League,1920,Newcastle Utd,Sean Longstaff,ENG,MF,21,1997,15.3,666,609,56,41,1,11,33,1,12,6,3,0,509,1,16
ENG-Premier League,1920,Newcastle Utd,Valentino Lazaro,AUT,"DF,MF",23,1996,5.3,197,168,28,4,0,1,13,13,11,3,6,0,157,1,2
ENG-Premier League,1920,Newcastle Utd,Yoshinori Mutō,JPN,"MF,FW",27,1992,2.4,33,31,2,1,0,0,1,0,0,0,0,0,27,0,1
ENG-Premier League,1920,Norwich City,Adam Idah,IRL,"FW,MF",18,2001,2.5,49,44,5,0,0,0,0,1,0,0,0,0,36,0,1
ENG-Premier League,1920,Norwich City,Akin Famewo,ENG,MF,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Alexander Tettey,NOR,"MF,DF",33,1986,26.0,1299,1280,19,16,1,0,4,2,1,0,0,0,1142,0,18
ENG-Premier League,1920,Norwich City,Ben Godfrey,ENG,DF,21,1998,29.4,1675,1634,40,29,1,28,3,11,0,0,0,0,1470,1,16
ENG-Premier League,1920,Norwich City,Christoph Zimmermann,GER,DF,26,1993,15.9,664,642,22,19,0,4,0,3,0,0,0,0,525,0,8
ENG-Premier League,1920,Norwich City,Dennis Srbeny,GER,"MF,FW",25,1994,0.5,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1
ENG-Premier League,1920,Norwich City,Emi Buendía,ARG,"FW,MF",22,1996,27.4,1604,1393,202,69,17,17,164,24,109,56,50,1,1188,9,37
ENG-Premier League,1920,Norwich City,Grant Hanley,SCO,DF,27,1991,14.0,661,631,27,27,0,4,0,0,0,0,0,0,545,3,3
ENG-Premier League,1920,Norwich City,Ibrahim Amadou,FRA,"DF,MF",26,1993,8.4,374,364,9,6,0,0,1,3,0,0,0,0,324,1,3
ENG-Premier League,1920,Norwich City,Jamal Lewis,NIR,DF,21,1998,25.6,1333,1078,252,10,1,6,44,242,0,0,0,0,1052,3,41
ENG-Premier League,1920,Norwich City,Jordan Thomas,ENG,FW,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,1920,Norwich City,Josh Martin,ENG,"FW,MF",17,2001,0.4,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
ENG-Premier League,1920,Norwich City,Josip Drmić,SUI,FW,26,1992,7.2,165,152,13,0,0,0,3,2,0,0,0,0,125,0,3
ENG-Premier League,1920,Norwich City,Kenny McLean,SCO,MF,27,1992,33.0,1760,1664,88,48,9,24,53,19,19,8,10,1,1362,8,31
ENG-Premier League,1920,Norwich City,Lukas Rupp,GER,"FW,MF",28,1991,7.7,272,264,8,2,2,0,3,4,0,0,0,0,205,0,10
ENG-Premier League,1920,Norwich City,Marco Stiepermann,GER,MF,28,1991,13.1,413,390,21,0,5,1,6,1,0,0,0,0,290,2,18
ENG-Premier League,1920,Norwich City,Mario Vrančić,BIH,MF,30,1989,7.1,463,445,15,12,3,2,6,2,1,1,0,0,356,3,5
ENG-Premier League,1920,Norwich City,Max Aarons,ENG,DF,19,2000,36.0,1711,1389,322,23,0,4,73,299,0,0,0,0,1332,0,65
ENG-Premier League,1920,Norwich City,Michael McGovern,NIR,GK,35,1984,1.8,51,32,19,5,0,0,0,0,0,0,0,0,30,0,0
ENG-Premier League,1920,Norwich City,Moritz Leitner,GER,MF,26,1992,7.6,579,545,28,22,1,2,5,5,0,0,0,0,498,6,12
ENG-Premier League,1920,Norwich City,Ondrej Duda,SVK,MF,24,1994,8.0,382,344,38,10,3,2,43,1,27,10,16,0,295,0,9
ENG-Premier League,1920,Norwich City,Onel Hernández,CUB,"FW,MF",26,1993,15.4,345,335,10,0,0,0,26,8,1,0,0,0,247,0,13
ENG-Premier League,1920,Norwich City,Patrick Roberts,ENG,"FW,MF",22,1997,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,1920,Norwich City,Ralf Fährmann,GER,GK,30,1988,0.2,10,7,3,0,0,0,0,0,0,0,0,0,7,0,0
ENG-Premier League,1920,Norwich City,Sam Byram,ENG,DF,25,1993,14.4,771,632,137,11,0,0,7,126,0,0,0,0,609,2,15
ENG-Premier League,1920,Norwich City,Teemu Pukki,FIN,FW,29,1990,32.1,539,472,67,0,1,0,8,2,0,0,0,0,424,0,25
ENG-Premier League,1920,Norwich City,Tim Krul,NED,GK,31,1988,36.0,1583,1134,446,114,0,6,0,0,0,0,0,0,1084,3,2
ENG-Premier League,1920,Norwich City,Timm Klose,SUI,DF,31,1988,6.5,399,384,12,9,0,3,0,3,0,0,0,0,336,3,3
ENG-Premier League,1920,Norwich City,Todd Cantwell,ENG,"FW,MF",21,1998,27.7,1110,1066,38,13,3,12,24,15,4,0,1,0,886,6,27
ENG-Premier League,1920,Norwich City,Tom Trybull,GER,MF,26,1993,12.6,615,599,16,16,0,9,0,0,0,0,0,0,566,0,6
ENG-Premier League,1920,Sheffield Utd,Ben Osborn,ENG,"MF,DF",24,1994,6.6,258,243,13,1,0,2,16,9,3,1,1,0,176,2,13
ENG-Premier League,1920,Sheffield Utd,Billy Sharp,ENG,FW,33,1986,11.7,224,210,13,0,0,1,11,0,0,0,0,0,158,1,10
ENG-Premier League,1920,Sheffield Utd,Callum Robinson,IRL,"FW,MF",24,1995,7.5,154,142,12,0,0,3,15,1,0,0,0,0,120,0,3
ENG-Premier League,1920,Sheffield Utd,Chris Basham,ENG,DF,31,1988,36.0,1546,1349,190,18,0,10,51,172,0,0,0,0,1091,7,25
ENG-Premier League,1920,Sheffield Utd,David McGoldrick,IRL,FW,31,1987,20.2,629,608,11,1,2,8,8,1,0,0,0,0,461,10,8
ENG-Premier League,1920,Sheffield Utd,Dean Henderson,ENG,GK,22,1997,36.0,1045,657,383,122,0,1,0,0,0,0,0,0,448,5,0
ENG-Premier League,1920,Sheffield Utd,Enda Stevens,IRL,DF,29,1990,37.2,1902,1581,315,11,2,5,123,304,0,0,0,0,1383,6,66
ENG-Premier League,1920,Sheffield Utd,George Baldock,GRE,DF,26,1993,38.0,1522,1241,276,5,0,1,128,271,0,0,0,0,1143,5,70
ENG-Premier League,1920,Sheffield Utd,Jack O'Connell,ENG,DF,25,1994,32.4,1683,1578,101,30,1,36,51,71,0,0,0,0,1214,4,24
ENG-Premier League,1920,Sheffield Utd,Jack Robinson,ENG,DF,25,1993,5.6,274,247,27,8,0,3,6,19,0,0,0,0,203,0,5
ENG-Premier League,1920,Sheffield Utd,Jack Rodwell,ENG,MF,28,1991,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,1920,Sheffield Utd,John Egan,IRL,DF,26,1992,35.4,1302,1270,28,22,0,20,2,6,0,0,0,0,1040,4,3
ENG-Premier League,1920,Sheffield Utd,John Fleck,SCO,MF,27,1991,28.0,1164,1021,134,29,3,5,149,7,80,55,3,10,842,9,33
ENG-Premier League,1920,Sheffield Utd,John Lundstram,ENG,MF,25,1994,27.3,1245,1209,27,9,3,33,55,5,3,3,0,0,987,9,17
ENG-Premier League,1920,Sheffield Utd,Kieron Freeman,WAL,FW,27,1992,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,1920,Sheffield Utd,Leon Clarke,ENG,"FW,MF",34,1985,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,1920,Sheffield Utd,Luke Freeman,ENG,MF,27,1992,4.1,148,141,7,0,1,1,15,0,7,5,0,0,112,0,6
ENG-Premier League,1920,Sheffield Utd,Lys Mousset,FRA,FW,23,1996,13.8,246,231,14,0,1,0,4,1,0,0,0,0,170,1,10
ENG-Premier League,1920,Sheffield Utd,Muhamed Bešić,BIH,MF,26,1992,2.8,107,105,2,2,0,1,1,0,0,0,0,0,84,0,4
ENG-Premier League,1920,Sheffield Utd,Oliver McBurnie,SCO,FW,23,1996,23.5,633,626,2,0,1,2,9,2,0,0,0,0,376,5,13
ENG-Premier League,1920,Sheffield Utd,Oliver Norwood,NIR,MF,28,1991,34.3,2222,1987,225,99,1,70,198,7,119,86,14,8,1710,10,23
ENG-Premier League,1920,Sheffield Utd,Phil Jagielka,ENG,DF,36,1982,2.7,80,76,4,0,0,0,1,4,0,0,0,0,61,0,0
ENG-Premier League,1920,Sheffield Utd,Ravel Morrison,JAM,MF,26,1993,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
ENG-Premier League,1920,Sheffield Utd,Richairo Živković,CUW,FW,22,1996,1.2,19,16,3,0,0,0,1,0,0,0,0,0,17,0,0
ENG-Premier League,1920,Sheffield Utd,Sander Berge,NOR,MF,21,1998,10.5,392,384,8,6,0,3,22,2,0,0,0,0,298,0,7
ENG-Premier League,1920,Sheffield Utd,Simon Moore,ENG,GK,29,1990,2.0,48,25,23,12,0,1,0,0,0,0,0,0,19,0,0
ENG-Premier League,1920,Southampton,Alex McCarthy,ENG,GK,29,1989,28.0,826,541,280,102,0,0,0,0,0,0,0,0,459,5,1
ENG-Premier League,1920,Southampton,Angus Gunn,SCO,GK,23,1996,10.0,258,147,111,34,0,0,0,0,0,0,0,0,114,0,0
ENG-Premier League,1920,Southampton,Che Adams,SCO,FW,23,1996,12.3,263,261,0,0,4,4,13,0,0,0,0,0,162,2,10
ENG-Premier League,1920,Southampton,Cédric Soares,POR,DF,27,1991,14.5,737,539,194,9,1,3,54,185,0,0,0,0,513,4,16
ENG-Premier League,1920,Southampton,Danny Ings,ENG,FW,27,1992,31.2,680,669,3,0,1,4,29,0,0,0,0,0,410,8,27
ENG-Premier League,1920,Southampton,Jack Stephens,ENG,DF,25,1994,27.2,1299,1241,52,40,2,7,5,12,0,0,0,0,933,6,16
ENG-Premier League,1920,Southampton,Jake Vokins,ENG,DF,19,2000,1.0,71,58,13,1,0,1,1,12,0,0,0,0,57,0,2
ENG-Premier League,1920,Southampton,James Ward-Prowse,ENG,"MF,DF",24,1994,38.0,1988,1608,375,87,2,25,267,50,183,96,77,2,1444,5,23
ENG-Premier League,1920,Southampton,Jan Bednarek,POL,DF,23,1996,34.0,1595,1509,82,29,0,7,1,53,0,0,0,0,1183,4,14
ENG-Premier League,1920,Southampton,Jannik Vestergaard,DEN,DF,26,1992,16.6,854,805,47,18,0,7,1,29,0,0,0,0,645,2,3
ENG-Premier League,1920,Southampton,Kevin Danso,AUT,DF,20,1998,3.1,167,134,33,1,0,1,4,32,0,0,0,0,116,0,1
ENG-Premier League,1920,Southampton,Kyle Walker-Peters,ENG,DF,22,1997,7.8,450,348,101,10,0,0,11,91,0,0,0,0,339,1,14
ENG-Premier League,1920,Southampton,Maya Yoshida,JPN,DF,30,1988,6.2,271,262,8,5,0,2,0,3,0,0,0,0,213,1,4
ENG-Premier League,1920,Southampton,Michael Obafemi,IRL,FW,19,2000,7.4,139,137,2,0,1,0,2,0,0,0,0,0,110,0,4
ENG-Premier League,1920,Southampton,Moussa Djenepo,MLI,"MF,DF",21,1998,10.3,270,259,10,0,1,2,21,9,0,0,0,0,188,1,10
ENG-Premier League,1920,Southampton,Nathan Redmond,ENG,"MF,FW",25,1994,30.7,1072,1044,22,1,4,19,41,4,0,0,0,0,763,6,30
ENG-Premier League,1920,Southampton,Nathan Tella,NGA,FW,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,1920,Southampton,Oriol Romeu,ESP,MF,27,1991,20.7,1083,1071,11,11,1,9,6,0,0,0,0,0,871,1,19
ENG-Premier League,1920,Southampton,Pierre Højbjerg,DEN,MF,23,1995,30.6,1870,1796,71,48,4,24,27,17,1,0,0,0,1446,3,24
ENG-Premier League,1920,Southampton,Ryan Bertrand,ENG,DF,29,1989,30.5,1702,1278,417,48,2,9,122,344,25,10,10,3,1250,7,50
ENG-Premier League,1920,Southampton,Shane Long,IRL,FW,32,1987,15.5,402,400,1,0,0,2,19,1,0,0,0,0,210,1,14
ENG-Premier League,1920,Southampton,Sofiane Boufal,MAR,"MF,FW",25,1993,8.5,321,311,10,1,1,1,27,6,1,0,0,0,232,0,7
ENG-Premier League,1920,Southampton,Stuart Armstrong,SCO,MF,27,1992,19.1,616,594,21,0,2,0,23,13,0,0,0,0,464,1,30
ENG-Premier League,1920,Southampton,William Smallbone,IRL,MF,19,2000,4.4,213,205,8,2,0,4,5,2,0,0,0,0,175,0,2
